"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000235804",19.9148909349139,22.0101800528324,3.00455536368293,7.3256030888553,2.37826722404277e-13,2.99661670229389e-11,"up"
"ENSG00000229440",14.3269792660212,21.5510310362377,3.00509352491395,7.17150093917786,7.41799283850506e-13,3.11555699217212e-11,"up"
"ENSG00000231985",14.7295516440511,21.5911422693109,3.00504132307796,7.18497349886551,6.72202241091855e-13,3.11555699217212e-11,"up"
"ENSG00000223949",22.9448139660262,5.69853198563792,1.41786448073394,4.01909495799496,5.84221232315098e-05,0.00147223750543405,"up"
"ENSG00000237852",26.3845780117207,5.69163906934606,1.41375924083919,4.02588991458517,5.67602405761341e-05,0.00147223750543405,"up"
"ENSG00000237324",20.4515198161168,6.27501298915915,1.86423294467128,3.36600262702987,0.000762659820407133,0.0160158562285498,"up"
"ENSG00000272506",12.8122664622439,5.58971801125579,1.79861755902812,3.10778574533443,0.00188494666468261,0.0263892533055565,"up"
"ENSG00000223883",21.2990823706932,3.94325161436097,1.26341685818748,3.12110099592783,0.00180176229399084,0.0263892533055565,"up"
"ENSG00000162621",20.6568600030924,4.2529820561758,1.35829044817837,3.13112859026547,0.00174135894459039,0.0263892533055565,"up"
"ENSG00000235782",17.8589255553363,7.57768775927017,2.51844485130403,3.00887579704058,0.00262216288667265,0.030035683974614,"up"
"ENSG00000221720",16.5125131897842,6.97621052768421,2.30883641346415,3.02152655207701,0.00251503581444135,0.030035683974614,"up"
"ENSG00000244256",13.4155325502724,5.6385392608789,1.92434846969806,2.93010301910839,0.00338849645608304,0.0355792127888719,"up"
"ENSG00000177452",18.924852905522,7.6749701240836,2.71111485702838,2.83092769167886,0.00464132124330729,0.0417718911897656,"up"
"ENSG00000199135",18.4551462930625,7.7369120991043,2.71794430413815,2.8466043573169,0.00441882431982886,0.0417718911897656,"up"
"ENSG00000240692",14.6130625986615,6.79906331622982,2.4397824997088,2.78674976849015,0.005323957227105,0.0421567987770667,"up"
"ENSG00000213560",11.4978626918236,4.65031796856847,1.66979020020819,2.78497141017396,0.00535324428915132,0.0421567987770667,"up"
"ENSG00000252784",16.1551384452112,7.43310347068844,2.69792133789632,2.75512238488181,0.00586701851100654,0.0434849607286367,"up"
