"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000243872",21.3868877692585,22.105192971361,3.00445232834577,7.35747835397738,1.87416785572251e-13,2.15529303408089e-11,"up"
"ENSG00000178395",14.1983194354411,21.5364113196961,3.00509947729025,7.16662176491939,7.68710291602591e-13,4.4200841767149e-11,"up"
"ENSG00000227621",23.7303378824794,7.50412948581366,2.02098465863065,3.71310561600116,0.000204731397641647,0.00784803690959649,"up"
"ENSG00000233455",21.5905851835326,7.8537813948052,2.3577942884803,3.33098669089884,0.000865387398064195,0.0133052356462127,"up"
"ENSG00000228067",15.6415125426146,6.90005089795414,2.08320924691061,3.31222171185486,0.000925581610171317,0.0133052356462127,"up"
"ENSG00000233620",19.084804868006,7.6755771855452,2.23695524400562,3.43126095442164,0.000600782365078368,0.0133052356462127,"up"
"ENSG00000230318",21.5265638178706,6.87620341325977,2.04555944409971,3.36152705466163,0.000775127626758088,0.0133052356462127,"up"
"ENSG00000221571",20.6460530860337,4.68961834284536,1.41040946793883,3.32500486521745,0.000884169921219101,0.0133052356462127,"up"
"ENSG00000222080",15.4017355965759,7.36625620765368,2.28523975048701,3.2234062995289,0.00126675734808608,0.015900586925833,"up"
"ENSG00000243000",14.3013782583473,6.77026311460159,2.11686711235806,3.19824663299716,0.00138265973268113,0.015900586925833,"up"
"ENSG00000231057",23.2889758031708,4.2002483137652,1.34247904238053,3.12872542599783,0.00175566282444191,0.0180393383733839,"up"
"ENSG00000272167",19.0909605986743,5.49838463854526,1.76899849440866,3.10819068299051,0.00188236574330963,0.0180393383733839,"up"
"ENSG00000234070",12.3924157251376,7.05283657201892,2.33662391093184,3.01838757149681,0.00254123674751842,0.0208744447117584,"up"
"ENSG00000185495",22.8463961249466,4.44563450302986,1.47194297660581,3.02024913579272,0.00252566838842169,0.0208744447117584,"up"
"ENSG00000226226",17.3569660869409,7.53883308737967,2.58994248286273,2.91081100729573,0.00360491997212835,0.0243862233408682,"up"
"ENSG00000234523",13.1185815127044,6.64527162728498,2.26357229372763,2.93574525792663,0.00332747454796121,0.0243862233408682,"up"
"ENSG00000227002",20.5151413994034,7.96922983868481,2.72131675461981,2.92844624763212,0.0034066072963592,0.0243862233408682,"up"
"ENSG00000272823",15.3258401179465,6.86963657221508,2.37630710490941,2.89088752797251,0.00384155576588626,0.0245432729487178,"up"
"ENSG00000264590",22.3104164936269,5.23197203351696,1.83679252211121,2.84842842647429,0.0043935734673444,0.0252630474372303,"up"
"ENSG00000213036",15.7132428500985,4.13611817541377,1.44960886175049,2.85326496308747,0.00432725248497162,0.0252630474372303,"up"
"ENSG00000207590",16.0756720142192,6.93993917412881,2.47025082332155,2.80940668397278,0.00496329053789528,0.0271799243741884,"up"
"ENSG00000212205",21.8638224017202,5.63283477371525,2.05479136603515,2.7413171316678,0.00611934131301885,0.0319874659544167,"up"
"ENSG00000228110",17.7918065748518,6.64194636884237,2.50827038311981,2.64801849654703,0.0080965095204409,0.0404825476022045,"up"
"ENSG00000225920",40.3604867683689,2.04995690160645,0.788261773082344,2.60060423022988,0.00930597445400427,0.0445911275921038,"up"
"ENSG00000232883",13.8493736649347,3.65071732327996,1.42118516325796,2.56878372900472,0.0102056128090145,0.0469458189214666,"up"
