gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000157191,969,1695,1141,958,1234,969,1939,1670,570,971,2469,958
ENSG00000226029,100,74,68,94,122,97,200,0,136,168,61,133
ENSG00000080947,403,224,120,327,449,342,202,279,60,328,899,488
ENSG00000206652,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000261135,16,3,7,13,14,7,32,0,14,0,29,68
ENSG00000224174,0,0,0,0,2,0,0,148,0,0,5,0
ENSG00000233421,1,1,2,0,2,0,0,14,1,148,5,0
ENSG00000268674,0,0,0,0,0,0,0,92,0,87,1,79
ENSG00000219481,1862,1314,1270,2937,1298,1862,931,1173,2541,2884,649,1886
ENSG00000271732,1,0,0,1,1,1,3,64,0,0,2,0
ENSG00000215908,599,626,576,902,750,858,1199,740,1152,1015,375,739
ENSG00000186301,19,29,14,9,74,24,38,0,29,104,148,113
ENSG00000236698,10,16,10,18,4,14,20,0,5,76,2,82
ENSG00000268869,12,7,0,15,10,16,25,86,0,0,20,47
ENSG00000058453,1779,795,1561,2937,1229,2073,3559,936,780,2958,614,1997
ENSG00000227684,0,0,0,0,0,0,0,0,0,114,0,0
ENSG00000186715,16,4,4,6,17,3,33,87,2,75,35,123
ENSG00000230239,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228549,15,6,13,21,27,15,8,99,7,40,55,162
ENSG00000238142,2,1,10,0,1,1,1,0,20,61,3,0
ENSG00000235241,0,2,7,1,1,0,1,0,15,0,1,85
ENSG00000272426,2,7,2,2,3,3,5,59,5,0,7,0
ENSG00000117122,1352,2117,2062,1374,1435,1528,2704,2150,4125,1352,2870,1431
ENSG00000226526,3,6,3,1,2,2,2,139,2,150,1,0
ENSG00000159363,1784,2945,2031,1591,2352,1903,892,2839,4063,1720,4704,1769
ENSG00000117118,1077,1246,1158,1144,945,1168,2154,1370,2316,1157,472,1138
ENSG00000117115,21,35,37,12,17,12,11,0,19,136,9,0
ENSG00000204362,0,5,4,0,1,2,0,51,9,0,2,0
ENSG00000142623,0,0,3,0,3,2,1,138,2,76,7,128
ENSG00000142619,0,3,2,2,0,1,1,48,4,0,0,0
ENSG00000266634,0,0,0,0,0,0,0,74,0,0,0,16
ENSG00000159339,0,1,0,0,0,1,0,0,0,89,0,0
ENSG00000269468,0,0,0,0,0,0,1,102,0,0,0,0
ENSG00000256049,0,0,0,0,0,0,0,0,0,57,0,8
ENSG00000179051,4252,3542,5113,5661,2457,4330,2126,3602,2556,5794,4915,4427
ENSG00000074964,2113,900,936,1685,1988,1487,1057,933,468,1555,994,1437
ENSG00000236648,0,0,0,0,0,0,0,44,0,0,0,0
ENSG00000117148,2,6,1,3,1,1,1,133,1,95,0,114
ENSG00000117154,167,51,25,100,121,48,84,99,51,219,60,120
ENSG00000230035,0,0,0,0,0,0,1,13,0,138,0,37
ENSG00000225387,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179023,24,40,6,1,8,197,49,24,3,123,17,168
