gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000265589,0,0,0,1,1,0,0,0,5,47,2,90
ENSG00000163568,89,23,53,138,51,70,219,0,0,113,26,0
ENSG00000233473,6,1,6,9,4,2,0,0,87,0,2,19
ENSG00000162706,961,786,454,420,2180,465,1055,679,427,451,4360,565
ENSG00000222552,0,0,0,0,0,0,11,0,0,112,1,21
ENSG00000225670,17,11,6,7,56,5,0,0,140,0,112,9
ENSG00000213088,148,102,59,84,319,80,240,62,0,0,160,102
ENSG00000179639,0,0,0,0,1,0,7,0,3,0,0,0
ENSG00000249730,0,1,0,0,0,0,0,0,137,0,0,103
ENSG00000231100,1,0,0,0,0,1,113,23,70,0,0,7
ENSG00000158731,0,0,0,0,0,0,14,34,101,134,1,0
ENSG00000132693,0,0,0,0,2,0,61,79,50,32,1,112
ENSG00000158716,127,254,181,167,127,128,145,143,134,227,254,11
ENSG00000181036,0,0,0,0,0,0,24,12,0,0,0,125
ENSG00000158714,1,5,1,0,4,0,15,0,0,106,2,139
ENSG00000188004,2,14,11,1,8,2,0,80,101,0,17,14
ENSG00000212161,0,0,0,0,0,0,148,0,141,83,1,0
ENSG00000243284,1,7,4,0,1,0,0,67,94,88,1,18
ENSG00000272668,1,5,1,0,3,0,0,14,49,79,7,101
ENSG00000213085,17,74,52,8,26,28,0,24,35,0,53,0
ENSG00000269620,0,0,0,0,0,0,79,0,146,9,0,0
ENSG00000158710,1464,12485,6562,351,5001,2225,1457,12589,6441,415,2500,2099
ENSG00000085552,1355,559,1238,2328,1666,2104,1242,463,1214,2291,833,2226
ENSG00000162723,0,10,1,0,0,1,0,30,89,77,0,53
ENSG00000224259,0,0,0,0,0,0,14,0,0,0,0,0
ENSG00000237409,1,0,1,1,0,0,87,41,0,0,0,91
ENSG00000260766,88,165,139,143,233,123,0,216,172,101,467,89
ENSG00000143315,389,492,552,554,475,481,313,614,420,553,238,413
ENSG00000177807,11,9,13,25,8,12,19,105,95,0,17,74
ENSG00000225279,1,1,0,2,0,3,57,22,10,75,0,94
ENSG00000162728,153,117,25,48,430,45,131,11,0,55,861,0
ENSG00000162729,1125,1799,635,641,1327,793,1190,1705,751,740,2655,693
ENSG00000018625,1635,492,165,809,7,1111,1544,371,179,835,4,1133
ENSG00000132681,6,5,1,1,1,4,0,0,0,0,0,32
ENSG00000143318,41,69,15,21,16,72,0,29,0,0,8,10
ENSG00000227741,24,58,21,16,25,30,0,36,25,0,13,0
ENSG00000162734,6937,19710,8020,4679,5473,9166,6878,19776,8010,4816,2737,9031
ENSG00000132716,2123,2162,2239,1787,3271,2068,2066,2115,2215,1696,6543,2126
ENSG00000258465,1,0,1,1,0,1,0,5,96,77,0,0
ENSG00000228606,12,9,13,10,25,18,0,137,57,0,51,0
ENSG00000224261,2,2,3,5,6,3,0,0,0,0,13,0
ENSG00000162735,1458,1580,2279,1931,1235,1984,1452,1687,2346,2075,2471,1963
ENSG00000122218,4964,9379,5784,3882,6607,4827,4825,9436,5708,3909,13215,4911
ENSG00000235082,2,0,3,3,1,3,10,13,0,0,3,63
ENSG00000202078,1,5,0,1,4,0,0,17,0,0,2,0
ENSG00000162736,2232,5241,3052,2073,3350,2213,2286,5202,3188,1969,1675,2252
ENSG00000171786,727,88,120,205,71,478,772,227,98,168,36,439
ENSG00000201608,0,0,0,0,0,0,0,41,32,50,0,70
