"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000173810",22.0241559842096,6.91814536754702,2.00854559551774,3.44435564867709,0.000572422203780402,0.00435538633311175,"up"
"ENSG00000272094",19.1689857007111,6.17388342923339,1.81106030349031,3.40898832431752,0.000652042703309076,0.00475447804496201,"up"
"ENSG00000229567",13.6364753511875,5.72988668189014,1.71987125177002,3.33157884695914,0.000863548334394184,0.00581234455842239,"up"
"ENSG00000271092",18.1548417729158,6.14913066869834,1.84346632739811,3.33563492715232,0.000851048436728555,0.00581234455842239,"up"
"ENSG00000230718",22.0148264427901,7.89033140816905,2.38627406188271,3.30654870461265,0.000944529288308105,0.00612194909088587,"up"
"ENSG00000231992",17.04687707652,5.00000302727014,1.52810396351313,3.27203066457276,0.00106777994147156,0.00667362463419728,"up"
"ENSG00000228971",14.2083665503685,6.76923156309497,2.10899902504512,3.20968928041593,0.00132878527312845,0.00775124742658265,"up"
"ENSG00000271415",15.6229431851053,6.41639793937995,1.99602857604977,3.21458220406759,0.00130634504568094,0.00775124742658265,"up"
"ENSG00000236689",20.7822693467873,7.80758795725638,2.47421067247814,3.15558737342135,0.00160175283525348,0.00904215310223741,"up"
"ENSG00000224678",13.3391683366734,7.16754819433627,2.3114376857867,3.10090479116541,0.00192930313200622,0.010550876503159,"up"
"ENSG00000237416",22.038521616804,5.98163996548538,2.00179497105969,2.98813817197216,0.00280682629004319,0.0148846848714411,"up"
"ENSG00000232952",22.8677297301358,3.58554775255085,1.20528597400987,2.97485230050598,0.00293129647414951,0.0150875553816519,"up"
"ENSG00000229992",16.0537926295234,5.18884529214463,1.76158725326524,2.94555111166177,0.00322379880017973,0.0161189940008986,"up"
"ENSG00000241073",14.6812477773621,7.30618106718428,2.54205483095815,2.87412410550973,0.00405149725913721,0.0196947783430281,"up"
"ENSG00000236098",12.7931386899014,6.12493832111548,2.17616888104029,2.81455100956481,0.00488454250440859,0.0231025658992298,"up"
"ENSG00000237003",10.1166842455547,5.28876113927835,1.91466697382755,2.76223552793923,0.00574070496483953,0.0251155842211729,"up"
"ENSG00000226822",13.9818322945028,7.23533101432333,2.61192366345782,2.77011580221482,0.00560363658256455,0.0251155842211729,"up"
"ENSG00000203897",13.0492452250203,5.15891873215157,1.85854264100503,2.77578712391652,0.00550682514173655,0.0251155842211729,"up"
"ENSG00000232393",12.7352229017398,5.25891144679313,1.91919464461005,2.74016575732039,0.00614082059338924,0.0262108196059297,"up"
"ENSG00000237954",12.4605770375473,6.08677207350085,2.23340963520129,2.72532722057155,0.00642377880023935,0.0267657450009973,"up"
"ENSG00000223896",13.2109259987292,6.17310735919234,2.27615956381114,2.71207144584199,0.00668641793357702,0.0272121660087437,"up"
"ENSG00000226952",16.0191270929529,5.92594028884954,2.29069486857751,2.58696187350762,0.00968263052783388,0.038510462326612,"up"
"ENSG00000215873",14.0337565870128,4.14397967631789,1.6170910411046,2.56261371251382,0.0103887561865067,0.0395224420138842,"up"
"ENSG00000228084",22.5150468697788,2.46598896782957,0.962222874982724,2.56280434808188,0.0103830540926332,0.0395224420138842,"up"
"ENSG00000238296",13.8697057621983,6.24604339040927,2.48197567138885,2.51656108575558,0.0118506355357255,0.0441247067819566,"up"
