gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000171385,274,239,41,79,793,65,137,285,21,96,752,142
ENSG00000232558,0,1,0,0,0,0,0,0,0,0,0,37
ENSG00000237556,0,0,0,0,0,0,0,0,0,0,0,116
ENSG00000231437,7,8,0,1,27,1,15,151,0,0,0,125
ENSG00000143079,1280,2369,2014,1350,2310,1814,640,2307,1007,1482,2457,1753
ENSG00000134245,671,1142,1784,132,1115,143,336,1248,3569,193,1259,110
ENSG00000273483,8,9,10,9,26,7,17,0,5,0,1,105
ENSG00000007341,193,200,379,261,333,292,96,144,190,206,199,147
ENSG00000116489,3408,4013,3935,3530,3673,3644,6816,3975,1968,3528,3695,3689
ENSG00000235299,0,0,0,0,1,0,0,0,0,0,32,18
ENSG00000238975,12,21,11,10,11,7,6,78,22,0,14,0
ENSG00000155363,1078,1875,1380,1493,1119,1518,539,1881,2760,1621,1025,1484
ENSG00000225075,2,8,1,11,1,9,1,113,1,146,110,0
ENSG00000155366,1008,6088,2015,900,2530,1628,504,6009,1008,886,2594,1704
ENSG00000271810,0,0,0,0,1,0,0,104,1,0,28,99
ENSG00000155367,25,41,36,15,49,24,12,0,18,0,198,103
ENSG00000261595,1,1,0,0,0,1,3,0,0,0,138,116
ENSG00000184599,1,7,0,2,3,1,2,0,1,0,0,0
ENSG00000234790,0,0,0,0,0,0,1,0,0,29,0,0
ENSG00000215866,2,6,3,1,3,0,1,0,7,60,0,0
ENSG00000224167,0,5,3,1,1,2,0,0,2,91,0,45
ENSG00000228040,0,0,0,0,0,0,0,24,0,0,0,1
ENSG00000155380,3921,4863,5850,5957,5164,5073,3945,4773,11700,2978,5248,2536
ENSG00000229020,4,5,9,7,11,13,0,0,4,15,148,6
ENSG00000226419,28,41,26,45,10,40,0,0,53,90,57,81
ENSG00000236066,2,1,2,0,3,4,0,0,1,0,94,9
ENSG00000238198,8,5,5,6,14,5,0,75,3,12,0,3
ENSG00000198799,887,975,867,855,1204,949,976,977,434,428,1142,1899
ENSG00000233839,1,0,1,0,0,1,67,0,2,0,92,2
ENSG00000236887,0,0,0,0,0,0,47,0,0,0,61,0
ENSG00000081026,1290,820,757,1221,754,841,1417,696,378,611,792,1683
ENSG00000232499,2,3,1,2,1,3,29,45,3,5,0,2
ENSG00000238256,0,0,0,0,0,0,0,12,0,0,0,1
ENSG00000116793,1757,1429,1570,1969,1944,2042,1694,1550,785,985,1841,1021
ENSG00000232450,39,33,51,57,72,60,141,0,26,114,0,120
ENSG00000081019,1082,632,1014,1436,1067,989,1124,555,2028,2873,1134,495
ENSG00000231128,1,0,0,0,1,0,0,127,0,0,0,0
ENSG00000134242,2,6,1,3,2,1,0,30,3,6,0,2
ENSG00000226167,21,18,8,14,18,10,65,0,4,28,0,5
ENSG00000188761,23,14,11,13,29,14,0,66,6,6,0,28
ENSG00000134262,436,353,315,380,481,341,434,408,158,760,598,682
ENSG00000118655,657,478,616,775,228,642,679,602,1233,1551,357,1284
ENSG00000235527,4,5,1,2,3,1,10,144,3,4,0,1
ENSG00000163349,1943,2504,3133,2450,2137,2339,1905,2376,1566,4901,2147,4678
ENSG00000116774,140,724,78,17,136,62,259,605,156,8,255,31
ENSG00000270780,0,0,0,0,0,0,0,129,0,0,0,0
ENSG00000134207,294,192,155,451,274,190,322,97,311,903,343,380
ENSG00000271419,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197323,3213,2030,2755,3294,2625,2926,3237,2134,1378,1647,2486,1463
ENSG00000226984,1,0,0,0,0,2,37,113,0,0,123,5
ENSG00000225650,1,0,0,0,0,0,19,0,0,0,122,1
ENSG00000201114,0,0,0,0,0,0,125,0,0,0,0,1
ENSG00000236480,4,6,2,4,2,2,0,0,1,2,0,5
ENSG00000116752,1144,894,1368,1442,1210,1202,1280,763,684,721,1309,2405
ENSG00000175984,68,129,44,62,35,76,161,182,22,124,56,153
ENSG00000116748,1,1,0,0,0,0,0,64,0,0,0,0
ENSG00000213281,2627,3855,3696,3063,2295,3716,2535,3931,1848,1532,2410,7433
ENSG00000009307,21556,17739,19940,24302,15842,24032,21639,17646,9970,12151,15890,48064
ENSG00000201900,3,0,3,3,3,1,136,0,6,7,0,2
ENSG00000052723,1319,1199,2007,1429,1325,1449,1426,1094,4015,715,1299,2899
ENSG00000198765,0,9,0,0,0,0,97,89,0,0,141,0
ENSG00000134200,7,3,2,3,13,4,97,152,4,2,0,2
ENSG00000134198,427,486,783,403,1840,530,330,374,1567,202,1864,265
ENSG00000233730,2,0,0,0,2,0,79,0,0,0,106,0
ENSG00000228035,2,1,0,0,2,0,0,0,1,1,0,0
ENSG00000134259,11,138,83,1,275,49,0,132,42,2,206,99
ENSG00000226973,0,0,2,0,14,0,0,0,4,0,0,1
ENSG00000229101,0,0,0,0,0,0,79,0,0,0,145,0
ENSG00000173218,429,909,606,391,374,691,374,794,1213,782,309,346
ENSG00000118729,7,5,14,4,5,44,0,0,28,9,0,89
ENSG00000177551,542,44,59,121,57,94,606,42,30,60,0,188
ENSG00000214204,4,0,1,2,0,3,0,72,2,1,66,2
ENSG00000271143,1,1,0,0,0,1,102,11,1,0,0,2
ENSG00000228127,9,0,2,1,2,2,0,0,1,3,0,4
ENSG00000163393,267,286,48,88,175,144,144,267,24,177,131,288
ENSG00000173212,6,8,0,2,2,1,122,0,0,1,102,0
ENSG00000235933,0,1,0,0,0,0,27,0,0,0,105,0
ENSG00000163399,5054,12826,7022,4324,7299,5620,5152,12928,3511,8648,7245,11240
ENSG00000203865,20,33,38,19,19,25,0,52,19,38,110,12
ENSG00000212385,1,2,2,2,1,1,0,150,4,1,0,0
ENSG00000233154,0,1,2,1,0,0,0,0,4,0,120,0
ENSG00000224950,8,15,3,10,9,4,0,0,6,5,0,9
ENSG00000116815,106,261,180,120,263,132,254,287,90,240,296,265
ENSG00000177173,7,12,2,5,5,5,53,54,1,2,93,3
ENSG00000143061,1986,2051,1104,1489,1095,2159,1860,1988,552,745,1032,4319
ENSG00000231072,0,0,1,1,0,0,143,0,0,3,0,0
ENSG00000116824,0,0,0,0,0,0,9,105,1,0,0,0
ENSG00000272715,6,7,10,5,2,2,0,0,20,10,0,5
ENSG00000134247,1058,4827,1462,1339,1028,1586,1180,4930,2925,2679,886,3172
ENSG00000134256,39,89,25,88,26,80,108,26,51,177,0,161
ENSG00000236137,5,1,2,10,3,10,154,92,1,5,120,21
ENSG00000116830,1195,895,1100,1546,380,1335,1103,867,2200,773,413,668
ENSG00000215930,2,0,0,0,0,0,58,0,0,0,0,1
ENSG00000134253,651,349,1275,547,668,518,637,205,638,274,762,259
ENSG00000228453,0,0,0,0,1,0,55,0,0,0,33,1
ENSG00000134258,64,22,43,21,38,41,133,148,86,42,0,21
ENSG00000271427,8,10,6,5,7,9,150,46,13,3,132,19
ENSG00000198162,1714,2161,2559,1923,2802,1800,1584,2173,1280,3846,2825,3601
ENSG00000226755,0,0,2,0,1,2,0,107,4,0,0,4
ENSG00000236866,0,0,1,0,0,0,0,0,2,0,0,0
ENSG00000183508,95,51,22,24,5,59,0,104,45,12,64,30
ENSG00000213262,0,0,0,0,1,0,139,120,0,0,120,0
ENSG00000228217,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000196505,533,479,405,384,501,456,456,617,203,192,492,912
ENSG00000065183,1383,1472,1563,1527,987,1463,1411,1450,782,764,1130,2926
ENSG00000155761,80,34,52,61,30,94,25,0,26,122,167,189
ENSG00000226126,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000092607,15,7,1,2,5,4,0,0,2,1,137,8
ENSG00000226172,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000116874,403,370,436,363,209,493,486,502,872,182,236,246
ENSG00000224238,1,0,0,0,0,1,0,0,0,0,119,3
ENSG00000223575,0,0,0,0,0,1,0,129,0,0,61,1
ENSG00000236804,0,0,1,0,0,0,0,85,2,1,0,0
ENSG00000231365,165,228,180,121,132,191,277,330,90,243,107,96
ENSG00000227056,1,0,1,1,1,3,0,0,2,0,49,7
ENSG00000227712,1,0,0,0,0,0,0,49,0,0,0,0
ENSG00000232650,0,1,0,0,0,0,0,0,0,0,49,0
ENSG00000194297,0,0,0,0,0,0,0,135,0,0,19,0
ENSG00000116882,0,0,2,0,0,3,95,0,1,1,0,2
ENSG00000230921,0,0,0,0,0,0,85,0,0,1,8,0
ENSG00000203859,0,0,1,0,0,0,128,74,0,0,0,1
ENSG00000232780,0,0,0,0,0,0,67,0,1,0,0,1
ENSG00000203858,0,0,0,1,0,0,0,0,0,0,3,1
ENSG00000229570,0,1,0,1,0,0,34,0,0,0,0,1
ENSG00000203857,0,0,0,0,0,0,0,89,0,0,11,0
ENSG00000226443,1,4,0,0,2,1,107,0,0,0,0,2
ENSG00000249798,0,1,0,0,1,0,0,0,0,0,123,1
ENSG00000239873,0,1,0,0,1,0,48,0,0,0,22,1
ENSG00000203855,0,0,0,0,1,1,0,26,0,0,0,2
ENSG00000240244,3,4,0,1,6,1,0,0,0,1,0,3
ENSG00000260941,4,18,1,3,27,4,0,0,1,6,56,9
ENSG00000198857,6,18,1,6,13,15,0,109,0,12,0,30
ENSG00000143067,1133,1493,877,694,1274,811,1215,1469,438,1389,1221,406
ENSG00000092621,6349,9121,19231,5727,2939,5822,6354,9071,9616,11455,3050,2911
ENSG00000134240,0,0,0,0,0,0,16,25,0,1,111,0
ENSG00000134193,0,0,0,0,0,0,0,61,0,0,14,0
ENSG00000215864,3,4,2,8,0,1,0,0,1,16,75,0
ENSG00000261662,40,61,56,32,55,73,66,0,28,16,118,37
ENSG00000134250,4806,10107,7768,4356,3224,7878,4720,10074,15536,2178,3280,3939
ENSG00000273406,0,0,0,0,0,1,56,24,0,0,68,2
ENSG00000273131,73,128,107,79,163,95,0,118,54,158,132,48
ENSG00000236933,0,0,1,0,0,0,0,87,0,0,149,0
ENSG00000188610,47,25,79,75,13,63,0,0,40,151,0,32
ENSG00000227193,0,1,0,0,0,0,108,0,0,0,47,1
ENSG00000268993,0,0,0,0,0,0,130,16,0,0,0,0
ENSG00000223345,2,2,0,0,0,1,0,0,0,1,27,3
ENSG00000234998,0,6,0,1,0,0,47,152,0,2,0,0
ENSG00000233029,1,0,0,0,0,1,131,0,0,0,4,0
ENSG00000198019,0,0,0,0,0,0,28,141,0,0,9,0
ENSG00000230806,1,0,0,0,0,3,88,98,0,1,0,2
ENSG00000171943,22,43,57,38,28,41,0,121,114,19,160,82
ENSG00000269996,163,153,319,107,164,152,41,234,639,54,112,76
ENSG00000227082,81,17,94,9,5,72,201,0,47,19,107,144
ENSG00000231429,2,4,0,0,1,4,55,91,1,0,0,8
ENSG00000228826,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233432,13,19,19,15,4,12,70,11,38,31,83,6
ENSG00000272583,12,8,21,9,8,6,15,69,43,4,112,3
ENSG00000231752,12,11,8,2,8,5,0,0,4,5,98,2
ENSG00000224857,0,0,0,0,0,0,0,0,0,0,37,0
ENSG00000230880,0,2,0,0,0,0,37,0,0,0,85,0
ENSG00000266657,0,1,0,0,0,0,4,46,0,0,62,0
ENSG00000265466,0,0,0,0,0,0,0,0,0,0,43,0
ENSG00000233218,4,0,0,0,0,1,0,119,0,0,107,3
ENSG00000242676,0,0,0,0,0,1,0,106,0,0,0,2
ENSG00000236055,0,3,0,1,0,1,35,97,0,3,98,3
ENSG00000230255,0,1,0,2,0,1,61,143,0,5,0,0
ENSG00000229683,0,0,0,0,0,0,117,88,0,0,136,0
ENSG00000234978,0,8,0,4,0,4,73,0,0,2,0,8
ENSG00000232745,0,3,0,0,0,0,55,97,0,0,10,0
ENSG00000232274,0,2,0,0,0,1,0,25,0,0,0,1
ENSG00000237291,0,0,0,0,0,0,0,0,0,0,33,0
ENSG00000242569,0,0,0,0,0,0,137,0,0,0,0,0
ENSG00000185044,0,0,0,1,0,0,13,59,0,0,127,0
ENSG00000238261,1,1,0,2,0,0,47,0,0,1,0,0
ENSG00000223804,3,5,0,3,4,1,0,139,0,2,0,2
ENSG00000231734,0,0,1,0,0,0,0,131,0,0,116,0
ENSG00000240007,2,1,0,0,1,0,129,114,0,0,0,0
ENSG00000236334,0,1,0,0,0,0,0,0,0,0,83,0
ENSG00000215784,15,5,43,44,2,32,42,0,22,88,0,16
ENSG00000196369,159,142,191,116,70,134,211,85,96,232,0,269
ENSG00000162825,0,0,0,0,0,0,112,114,1,1,0,0
ENSG00000231360,0,0,0,0,1,0,0,60,0,1,12,0
ENSG00000236943,10,19,6,5,20,3,0,0,3,2,154,2
ENSG00000201699,0,1,0,0,0,1,0,36,0,0,0,0
ENSG00000225241,232,206,133,113,167,200,344,141,266,227,134,100
ENSG00000203843,2,1,1,0,2,1,0,56,0,0,145,0
ENSG00000215861,2,1,0,0,4,0,0,120,0,0,0,0
ENSG00000168614,174,206,185,182,226,215,136,205,92,91,142,430
ENSG00000254539,0,0,0,0,0,0,41,0,0,0,0,0
ENSG00000178104,1969,2905,2143,1162,3014,1131,1955,3043,4287,581,2960,566
ENSG00000255148,2,5,6,0,9,1,0,143,3,1,0,1
ENSG00000254913,0,0,0,0,0,0,0,31,0,0,6,0
ENSG00000266739,0,0,0,0,0,0,83,0,0,0,0,1
ENSG00000222788,0,2,0,0,1,0,11,131,0,0,45,0
ENSG00000268172,0,1,0,0,0,0,0,34,0,0,16,0
ENSG00000272755,27,36,17,11,38,5,128,137,35,22,0,11
ENSG00000252656,0,0,0,0,1,0,0,0,1,0,93,0
ENSG00000223380,1419,2148,1858,1608,2607,1392,1313,2204,929,804,2657,696
ENSG00000177144,0,0,0,1,0,0,0,0,1,2,126,0
ENSG00000272709,1,0,1,2,0,1,0,108,2,1,0,0
