"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000235804",19.8633093163691,22.0092783197361,2.81321038893603,7.82354508795203,5.13561506617352e-15,2.77836775079988e-12,"up"
"ENSG00000238871",18.6343895586895,21.9204171525735,2.84803102591403,7.69669183836877,1.39634102015989e-14,3.77710245953249e-12,"up"
"ENSG00000229440",15.7552027840558,21.6826760502266,2.91495925450691,7.43841479660561,1.01900665677202e-13,1.83760867104555e-11,"up"
"ENSG00000230114",15.2001763837003,21.6363100111512,2.92682374603436,7.39241986828448,1.44180392240206e-13,1.95003980504879e-11,"up"
"ENSG00000201542",15.0790084743755,21.6235467181163,2.93766572446271,7.36079212078195,1.82822083513006e-13,1.97813494361072e-11,"up"
"ENSG00000235200",14.3338303968665,21.5457996382617,2.95931228372081,7.28067793209431,3.32146780720013e-13,2.56702011956467e-11,"up"
"ENSG00000231985",14.5652411450306,21.5767143509015,2.9578096290226,7.29482862561086,2.99039467009486e-13,2.56702011956467e-11,"up"
"ENSG00000250719",13.3850989523758,21.4595196397954,3.00522928703227,7.14072624421518,9.28390860883823e-13,6.11258461515264e-11,"up"
"ENSG00000237622",13.0374590531199,21.4222755087578,3.00528436145472,7.12820250340247,1.01688098958177e-12,6.11258461515264e-11,"up"
"ENSG00000228237",27.1632752582682,4.45411094292488,1.05941459246412,4.20431337703679,2.61875904740844e-05,0.00141674864464796,"up"
"ENSG00000232335",19.2813938362384,6.72081267210772,1.62338672708035,4.13999483918107,3.47313634987464e-05,0.00151204984279542,"up"
"ENSG00000223949",24.3938212243756,5.80356096417563,1.40367790872364,4.13453893383048,3.55667956375127e-05,0.00151204984279542,"up"
"ENSG00000237852",27.9917487822073,5.77073087590166,1.39739479953655,4.12963528833478,3.6333914891572e-05,0.00151204984279542,"up"
"ENSG00000162365",27.7965691748679,7.25269985681913,1.79886910410794,4.03181078615263,5.53487415701891e-05,0.00213883351353373,"up"
"ENSG00000226252",27.2340278382889,8.19381306474908,2.05080272717821,3.995417480268,6.45803490805109e-05,0.00232919792350376,"up"
"ENSG00000162456",26.2661824066114,5.09016170320948,1.28682010884905,3.95561249642127,7.63388146091952e-05,0.00258120616897341,"up"
"ENSG00000229901",24.0605145784068,7.04315126222666,1.79514998761401,3.92343331243756,8.72959372139606e-05,0.00277806482545604,"up"
"ENSG00000202129",31.3768764818038,6.92995066393569,1.79159503650847,3.86803408288127,0.000109716332351798,0.00329758532235127,"up"
"ENSG00000187048",23.108303095628,5.75482109172756,1.4970669177343,3.84406403184506,0.000121013408385567,0.0034456975756101,"up"
"ENSG00000255811",29.4055961958592,8.30422332342544,2.26009063626261,3.67428774323745,0.000238513824280239,0.00645179894678047,"up"
"ENSG00000236876",27.4619116335431,6.33575877763111,1.74760126290966,3.62540295209126,0.000288511230654943,0.00743259884687257,"up"
"ENSG00000266294",26.3755900698154,8.14760360632794,2.28236339046342,3.56980997871405,0.000357240269554271,0.00878486299222094,"up"
"ENSG00000266239",37.0598522135281,3.60606168495498,1.02299626713192,3.52499984683713,0.000423483036298742,0.00967123568173652,"up"
"ENSG00000228407",22.0589754769098,3.83980767105841,1.09374163593782,3.51070814613909,0.000446914772723499,0.00967123568173652,"up"
"ENSG00000237324",21.6378276388861,6.39603929250808,1.82013897093834,3.51403897978775,0.000441348042981062,0.00967123568173652,"up"
"ENSG00000186160",17.0945238443079,6.0346152725352,1.74059095880283,3.46699219711319,0.000526317168143342,0.0109514456909826,"up"
"ENSG00000207508",19.9079067069451,7.74140453056548,2.26586718535247,3.41653058070182,0.000634245398796241,0.0122545271695988,"up"
"ENSG00000268949",16.8067485872415,5.01012570602155,1.464413745522,3.42125012233866,0.00062333976069355,0.0122545271695988,"up"
"ENSG00000225762",21.2977754119902,3.19297624634539,0.94195316311695,3.3897399269617,0.000699589596311162,0.0130509645380806,"up"
"ENSG00000233674",18.1461785308057,6.63261648696939,1.96373408819731,3.37755326794683,0.00073133786729864,0.0131884595402855,"up"
"ENSG00000224863",14.5487115309965,7.28943372624929,2.19867401748773,3.315377208386,0.000915195384234512,0.0154725219647147,"up"
"ENSG00000174332",20.8317490474914,4.58974836317167,1.38181931159745,3.32152570502557,0.000895267354603773,0.0154725219647147,"up"
"ENSG00000233246",22.886836021363,4.00613721337036,1.2469117792362,3.21284735622943,0.00131426118367776,0.0180943496726395,"up"
"ENSG00000223944",22.0398222999996,7.88820397014531,2.48255489761341,3.17745399214679,0.00148574260792994,0.0180943496726395,"up"
"ENSG00000188800",19.9528647670119,7.74465070256396,2.3898664100504,3.24062076022092,0.00119269742076558,0.0180943496726395,"up"
"ENSG00000227278",18.1346149898773,7.60707470311455,2.39386549267922,3.17773689723923,0.00148429376718326,0.0180943496726395,"up"
"ENSG00000237899",25.5147629539234,4.27335821396814,1.32461454139253,3.22611452647628,0.00125483134563883,0.0180943496726395,"up"
"ENSG00000232467",13.6319182259211,6.70577305957955,2.06354755762561,3.24963339701045,0.00115553868154111,0.0180943496726395,"up"
"ENSG00000215887",16.4668677688153,7.46823157659037,2.29831829564223,3.24943311409506,0.00115635268262438,0.0180943496726395,"up"
"ENSG00000229887",20.7300392350776,3.76747997045966,1.16806103643598,3.2254136153322,0.00125790790856978,0.0180943496726395,"up"
"ENSG00000272506",13.3925252441511,5.68891792619344,1.78338918665696,3.18994752730198,0.00142298628092583,0.0180943496726395,"up"
"ENSG00000223883",22.434086584866,4.02056230372938,1.25619064764439,3.20059881935018,0.0013714233336319,0.0180943496726395,"up"
"ENSG00000235782",18.5691962580225,7.64129458623266,2.38278712899022,3.2068725289241,0.00134186440645709,0.0180943496726395,"up"
"ENSG00000162621",20.5513691598247,4.258267381179,1.34173461305666,3.17370315988054,0.00150507529624543,0.0180943496726395,"up"
"ENSG00000221720",17.2634885607247,7.04825646483028,2.21568513160332,3.18107314270327,0.00146730578655245,0.0180943496726395,"up"
"ENSG00000229372",15.4250625370879,6.39618289334929,2.02344451725248,3.16103695397307,0.00157208552386418,0.0180957078385218,"up"
"ENSG00000237227",16.2542272973395,5.56620670884668,1.75973845040957,3.16308750743679,0.00156105400566539,0.0180957078385218,"up"
"ENSG00000229994",20.9532818484849,3.03733361688492,0.978814649520258,3.10307331257618,0.0019152218959552,0.0212868932611235,"up"
"ENSG00000199135",20.3856322334315,7.92192535007824,2.55455161449656,3.10110208974559,0.00192801805877089,0.0212868932611235,"up"
"ENSG00000177452",20.1714905286064,7.89421415378207,2.55555611692941,3.08903964248191,0.00200804642910111,0.021727062362874,"up"
"ENSG00000244256",14.7713354928152,5.82882789193772,1.89633129817542,3.07373922349223,0.00211394127482997,0.0224243574447649,"up"
"ENSG00000223429",18.5015409904676,6.16665620067329,2.04031186545705,3.02240863520729,0.00250771771140705,0.0260899092667541,"up"
"ENSG00000186118",21.2970010989683,3.47802145419541,1.16090678414669,2.9959523897105,0.00273589146211336,0.0266416079827073,"up"
"ENSG00000225028",13.2623227325958,5.68343449844922,1.90102382769412,2.98967031115178,0.00279278706311187,0.0266416079827073,"up"
"ENSG00000236973",13.1063444601073,6.15863848212964,2.06103959869623,2.98812234661841,0.00280697163588598,0.0266416079827073,"up"
"ENSG00000225030",11.233917230479,4.38967749959053,1.46199648922976,3.00252259969735,0.00267752092121507,0.0266416079827073,"up"
"ENSG00000189280",14.9826345370607,4.59165016910546,1.54370822164933,2.97442878434607,0.00293534582748873,0.0269156286893458,"up"
"ENSG00000252784",17.6389599983364,7.5670090809224,2.54324810427661,2.97533263396444,0.00292671004528369,0.0269156286893458,"up"
"ENSG00000162399",16.6366799295572,6.00401144953177,2.02657930118164,2.96263336254891,0.00305019644662641,0.0275026046270814,"up"
"ENSG00000230610",17.1955964920936,7.53008889710398,2.55626763044896,2.94573573103591,0.00322187539461984,0.0285743375162186,"up"
"ENSG00000162598",13.3959951479449,4.94645184706051,1.68881469271729,2.9289488470175,0.00340110388874024,0.0296773742549753,"up"
"ENSG00000242391",12.226714566735,7.03880263105178,2.41071144053019,2.91980305594092,0.00350252656272474,0.0300772519116521,"up"
"ENSG00000267885",15.6905800516084,6.90916445462731,2.37788328434738,2.90559444195915,0.00366556211281511,0.0309854547348902,"up"
"ENSG00000197273",14.9455738186121,6.83944314407954,2.3587875606777,2.89955876404338,0.00373688290549595,0.031102363874974,"up"
"ENSG00000203356",24.2349506344656,3.52866265196994,1.22110943427537,2.8897186058217,0.0038558680832602,0.0311346960155786,"up"
"ENSG00000240692",14.5434167365156,6.79952140295323,2.3515661889715,2.89148629319557,0.00383424317636685,0.0311346960155786,"up"
"ENSG00000237090",18.0253584375804,5.32914979801,1.84937785905586,2.88159056945271,0.00395673502714652,0.0314793183777393,"up"
"ENSG00000234144",15.8854498487942,7.56078600382112,2.6303208355962,2.87447291657383,0.00404702477884088,0.0317310203674336,"up"
"ENSG00000233114",14.1632666119531,6.27192402782903,2.1890245603144,2.86516841406669,0.00416787514362214,0.0322117207528511,"up"
"ENSG00000237663",15.4314949896985,7.50608411957214,2.63593385844829,2.84759956912986,0.00440503120229999,0.0335650969076661,"up"
"ENSG00000230604",14.4419691040148,5.81659259609995,2.05311294435074,2.83306021332369,0.00461047004682792,0.0346425596574153,"up"
"ENSG00000235673",14.9220102551174,7.32553364999395,2.59956113004059,2.81798860789997,0.00483255244211491,0.035813847550468,"up"
"ENSG00000271554",12.667116781363,3.6738242058227,1.30702163843993,2.81083655983524,0.00494128794335705,0.0361248213156239,"up"
"ENSG00000235907",12.4095149694337,3.62104498092762,1.30477208078739,2.77523180810432,0.00551623746031527,0.0397904595470741,"up"
"ENSG00000188910",20.2329423864374,4.64274313197673,1.67913377834251,2.76496321606944,0.00569292150021759,0.0401288559604161,"up"
"ENSG00000233647",13.9051381197154,5.00372057084451,1.81588826747537,2.75552227549836,0.00585985142490365,0.0401288559604161,"up"
"ENSG00000227839",13.855124292569,7.21902919374379,2.61775390255609,2.75771881638485,0.00582062421506916,0.0401288559604161,"up"
"ENSG00000239063",9.03174776671186,3.62121215945371,1.31266826358567,2.75866512500428,0.00580379752749084,0.0401288559604161,"up"
"ENSG00000227416",12.7475878739046,5.61206123236582,2.04100580843512,2.74965470905186,0.00596580930208041,0.0403437854053188,"up"
"ENSG00000230638",18.5052047027499,3.83689669510906,1.40576897546583,2.72939349357715,0.00634509416062913,0.0403846581282395,"up"
"ENSG00000200169",16.305320080879,6.60036581077811,2.41096991289494,2.73763922787938,0.0061881920005468,0.0403846581282395,"up"
"ENSG00000154198",12.1093601458226,7.02438982658662,2.57169722650457,2.73142178410097,0.00630617076781711,0.0403846581282395,"up"
"ENSG00000238242",12.6699000329694,6.5995704923013,2.41655674580473,2.73098097272431,0.00631461172136257,0.0403846581282395,"up"
"ENSG00000232048",14.0077251086407,7.30348977132376,2.67540436366274,2.72986389292009,0.00633604787446296,0.0403846581282395,"up"
"ENSG00000236180",15.9979118072574,5.94964935387346,2.18686207986067,2.72063309737966,0.00651570358486347,0.0409883213885016,"up"
"ENSG00000234784",12.5336587794612,6.58383087231,2.42694061724521,2.71281086382049,0.00667151730133857,0.0414861018393582,"up"
"ENSG00000226745",12.1300650547212,6.53609673288784,2.4356703856027,2.68348983980873,0.0072858188986077,0.0447912275471223,"up"
"ENSG00000214141",7.5576074130653,5.84532194655736,2.19339360051987,2.66496717468854,0.00769958379545823,0.0466062007379441,"up"
"ENSG00000272175",11.8365781439351,4.05486346129533,1.52288105808387,2.66262649979852,0.0077533420820979,0.0466062007379441,"up"
