"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000229101",17.9654975210044,21.8564304533983,2.86215579440016,7.63635246416726,2.2346205386843e-14,3.48600804034751e-12,"up"
"ENSG00000194297",11.8368872487487,21.2731344886821,3.00576427776441,7.07744604127918,1.46835335594153e-12,9.99726133191914e-11,"up"
"ENSG00000268993",10.8837377617254,21.1621390583603,3.00599036363321,7.03998898811592,1.9225502561383e-12,9.99726133191914e-11,"up"
"ENSG00000213262",29.5421911967846,7.81886921407881,2.08011524617546,3.75886347088447,0.000170686941882995,0.00665679073343679,"up"
"ENSG00000271810",18.6306255328129,7.15154191535524,2.00510127266193,3.56667367023362,0.000361541238532213,0.00748630675211694,"up"
"ENSG00000226984",22.2591692407055,6.42116892321825,1.81045569628886,3.54671419818811,0.000390067503641524,0.00748630675211694,"up"
"ENSG00000236137",33.4440996609321,3.52606029169877,1.0098300136044,3.49173647464999,0.000479891458469035,0.00748630675211694,"up"
"ENSG00000271427",32.9110956891977,2.93827049328726,0.836864708022739,3.51104600913272,0.000446347139474325,0.00748630675211694,"up"
"ENSG00000236055",19.08475789806,5.46722685047995,1.52591988926334,3.58290555680437,0.000339793485192105,0.00748630675211694,"up"
"ENSG00000229683",26.7245256957688,8.15921920045259,2.27009206977272,3.59422391236734,0.000325359944798887,0.00748630675211694,"up"
"ENSG00000237415",20.0333096240869,6.76960221927088,2.00770533799579,3.37181063931857,0.000746757724560508,0.0101730734154116,"up"
"ENSG00000134216",20.806540933144,7.31120500602065,2.1766688311214,3.35889635643562,0.000782544108877816,0.0101730734154116,"up"
"ENSG00000215867",23.6958991921362,5.26438384896833,1.61798245385425,3.25367177896637,0.0011392382389405,0.013670858867286,"up"
"ENSG00000261595",21.5769674727864,6.388063789709,1.98978080503864,3.2104359301953,0.00132533810129129,0.0147680531286743,"up"
"ENSG00000273406",11.9085080892216,6.50259321480491,2.06357446320838,3.15113088029539,0.00162639592676474,0.0169145176383533,"up"
"ENSG00000200536",19.876180984935,7.73187074994643,2.51231649140283,3.07758627402437,0.00208684421495847,0.019917336359575,"up"
"ENSG00000134240",12.4349578486952,7.05570210736483,2.30138087029589,3.06585589479488,0.00217047896226138,0.019917336359575,"up"
"ENSG00000236933",19.1115323208614,7.85203909959062,2.57706603990767,3.04689091315329,0.00231221606357722,0.0200392058843359,"up"
"ENSG00000233839",13.3180488958764,5.68741264437586,1.88551526493333,3.01637051163145,0.00255820455886369,0.0210042058517229,"up"
"ENSG00000203859",15.3033311550274,6.86694068390881,2.38138190994572,2.88359488044709,0.00393164187216991,0.0306668066029253,"up"
"ENSG00000223575",15.0515137742737,6.84213222015634,2.39112255811659,2.86147282452375,0.00421677652433526,0.0313246256093476,"up"
"ENSG00000198019",13.5412404540635,7.17883059050168,2.57700963153913,2.78572128821036,0.00534087715801557,0.0373599941164705,"up"
"ENSG00000230255",16.2011506418086,5.52061836833377,1.98890623038524,2.77570570396597,0.00550820426076168,0.0373599941164705,"up"
"ENSG00000225075",34.0288794412015,3.50774899285634,1.28619534498107,2.7272288043524,0.00638687346589707,0.041514677528331,"up"
"ENSG00000227193",12.1159607614711,6.52780487388363,2.45663409231643,2.65721496510226,0.00787891855490553,0.0472735113294332,"up"
"ENSG00000230806",14.5862082693078,5.38484828029775,2.01655042318273,2.67032662233103,0.00757774946474611,0.0472735113294332,"up"
