"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000207134",17.2539006118443,21.8574041731171,2.91380434108598,7.50132871480684,6.31741427329538e-14,6.44376255876129e-12,"up"
"ENSG00000223503",29.8317959771586,5.51146458355353,1.26708804102867,4.34970925862352,1.36318146602288e-05,0.00069522254767167,"up"
"ENSG00000231416",26.4480027035903,6.30672817045404,1.58664558865138,3.97488148302523,7.04143120057473e-05,0.00239408660819541,"up"
"ENSG00000215938",24.1476760155083,8.06438769950328,2.09324671968158,3.85257391003103,0.000116882679932687,0.00298050833828352,"up"
"ENSG00000244094",24.918387766251,7.62398324414752,2.20629703755625,3.45555612611076,0.000549158845767672,0.0112028404536605,"up"
"ENSG00000268141",23.7445312799468,8.04006898478277,2.41406097937662,3.33051611101346,0.000866851470695562,0.0147364750018245,"up"
"ENSG00000203782",31.5206185663155,4.90881210027446,1.59916268807211,3.06961395290702,0.00214335622311897,0.024574085711641,"up"
"ENSG00000143595",17.3713207721198,6.16012642902094,1.99699830245717,3.08469287201763,0.00203762446759003,0.024574085711641,"up"
"ENSG00000196420",16.6681742820853,4.86694426578674,1.61380599960403,3.01581743219502,0.00256287521220838,0.0261413271645255,"up"
"ENSG00000229699",12.7100093395475,6.6497290120434,2.28929431323702,2.90470691059412,0.00367597144289678,0.0340862806523156,"up"
"ENSG00000229780",28.3172319291975,3.93519155802454,1.38751090072084,2.83615181400025,0.00456607357172282,0.0388116253596439,"up"
"ENSG00000272030",19.5047137212387,3.89808676112933,1.39636767323332,2.79159052150156,0.00524496844954108,0.040811315841964,"up"
"ENSG00000236327",15.7747716237929,7.45042015922716,2.68945233949608,2.77023691768531,0.00560155315477937,0.040811315841964,"up"
"ENSG00000238805",14.8619174874089,7.3641345356257,2.7147019714139,2.71268618550796,0.00667402770432559,0.045383388389414,"up"
"ENSG00000264349",20.9527856989109,3.38452518105081,1.25774119618247,2.69095517529647,0.00712477671486435,0.0454204515572603,"up"
"ENSG00000225082",11.8604031690237,5.51582735697375,2.07890631552872,2.65323517263496,0.0079724303435427,0.0478345820612562,"up"
