gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000075391,2290,2601,2344,2178,3619,1815,4581,5203,2299,2273,7238,1727
ENSG00000270575,0,0,0,0,0,1,0,0,0,119,0,102
ENSG00000213058,554,1,750,861,0,6,277,2,784,869,0,129
ENSG00000260938,22,9,18,9,26,10,11,18,66,0,52,145
ENSG00000240021,0,1,2,0,0,0,0,2,60,0,0,0
ENSG00000213057,7,8,4,5,8,2,4,4,0,58,17,32
ENSG00000201347,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000273384,2,3,7,2,2,4,4,7,44,0,1,0
ENSG00000273062,10,22,9,6,5,6,5,45,0,9,11,18
ENSG00000116191,1541,1819,2094,1588,1063,1240,3082,3638,2140,1693,532,1333
ENSG00000228196,0,0,0,0,1,1,0,0,0,29,3,0
ENSG00000116194,95,14,53,6,40,120,48,29,36,0,81,51
ENSG00000116199,2218,2173,2477,2089,1800,2364,4436,1087,2418,2042,900,2283
ENSG00000232750,1,0,0,4,1,2,2,0,28,0,1,0
ENSG00000186283,650,925,626,780,463,662,1301,1851,477,680,232,590
ENSG00000143322,1439,4880,1467,1350,2269,1669,2879,9760,1445,1388,1134,1561
ENSG00000234041,0,0,0,0,0,0,0,1,66,123,0,59
ENSG00000231905,2,1,0,0,0,2,1,2,122,0,1,121
ENSG00000212338,0,0,0,0,0,0,0,0,0,0,0,38
ENSG00000231564,1,0,0,0,0,0,2,0,139,113,0,0
ENSG00000225711,1,1,0,1,1,1,1,0,0,3,2,3
ENSG00000223794,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000057252,1010,2144,932,1329,831,1094,2020,4289,1864,2659,416,2188
ENSG00000162779,5,4,6,9,14,9,11,8,13,5,7,5
ENSG00000236539,6,3,2,8,1,6,13,2,1,17,3,13
ENSG00000269064,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000261250,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116218,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227141,1,4,1,0,2,2,2,2,1,0,4,1
ENSG00000261060,7,10,6,0,0,0,14,21,3,0,0,0
ENSG00000162782,1,2,0,1,2,2,2,1,0,3,4,5
ENSG00000143340,11,2,2,4,1,3,22,1,1,8,3,2
