gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000268172,0,1,0,0,0,0,0,34,0,0,16,0
ENSG00000272755,27,36,17,11,38,5,128,137,35,22,0,11
ENSG00000252656,0,0,0,0,1,0,0,0,1,0,93,0
ENSG00000223380,1419,2148,1858,1608,2607,1392,1313,2204,929,804,2657,696
ENSG00000177144,0,0,0,1,0,0,0,0,1,2,126,0
ENSG00000272709,1,0,1,2,0,1,0,108,2,1,0,0
ENSG00000213240,130,108,126,104,24,148,56,137,253,208,137,74
ENSG00000163386,570,631,703,489,311,578,511,575,352,979,440,289
ENSG00000233396,20,7,19,19,33,35,85,0,38,10,6,18
ENSG00000201558,1,1,0,2,0,1,0,89,0,5,68,3
ENSG00000168509,1,1,0,0,0,1,39,0,1,0,12,3
ENSG00000117289,2725,2649,4589,2245,5059,2812,2672,2779,2295,4490,5193,5625
ENSG00000121851,449,533,738,557,736,387,343,550,1476,279,780,775
ENSG00000181039,71,215,130,43,241,57,48,139,261,87,249,29
ENSG00000234222,8,18,12,7,16,14,77,146,6,4,0,28
ENSG00000152022,899,1100,1687,1147,977,948,871,1124,844,2294,1099,474
ENSG00000131795,2429,1565,3203,2875,1916,2622,2507,1571,6406,5751,2049,1311
ENSG00000211451,27,12,20,22,35,19,146,131,41,11,106,38
ENSG00000131779,584,532,530,506,723,478,575,600,265,1013,615,239
ENSG00000143127,66,40,5,14,112,11,0,0,3,29,56,22
ENSG00000198483,3,19,33,3,11,39,50,0,16,2,0,20
ENSG00000131788,881,1046,942,1012,815,923,780,1090,1884,506,852,462
ENSG00000186364,53,63,62,50,83,55,54,79,124,25,0,111
ENSG00000186141,728,817,690,732,558,692,789,758,345,1464,434,346
ENSG00000121848,1350,1186,1011,1158,1234,1233,1335,1054,2023,2317,1345,617
ENSG00000117281,32,20,13,21,27,38,0,84,6,10,147,19
ENSG00000174827,10,7,7,4,12,3,140,86,15,2,131,2
ENSG00000117262,59,51,60,51,89,75,118,103,79,0,178,150
ENSG00000235702,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000215860,0,0,0,0,0,0,0,0,38,0,0,0
ENSG00000229828,0,0,0,2,4,0,0,0,24,0,2,0
ENSG00000152042,2,1,2,2,1,2,4,2,38,0,1,4
ENSG00000232637,11,14,6,7,15,35,6,29,0,56,30,70
ENSG00000227733,1,5,0,0,1,0,2,3,0,0,2,0
ENSG00000239475,0,3,0,0,3,0,0,2,0,94,6,0
ENSG00000186275,64,78,63,55,79,44,32,156,0,38,40,22
ENSG00000244371,1,0,0,0,1,1,2,1,98,0,0,1
ENSG00000234225,0,1,0,0,2,2,1,2,0,0,1,4
ENSG00000227242,12,18,9,8,18,8,6,9,32,0,36,16
ENSG00000225603,4,4,4,1,11,4,9,2,82,5,22,2
ENSG00000230832,2,2,1,0,1,2,1,5,0,0,2,1
ENSG00000131791,874,1848,1190,982,1189,954,1748,924,1100,962,594,477
ENSG00000237188,45,31,16,12,18,24,91,62,23,0,9,12
ENSG00000131781,55,24,14,27,21,16,28,49,0,25,10,32
ENSG00000271721,26,36,12,10,14,15,53,72,82,0,7,8
ENSG00000180867,61,103,60,31,38,39,122,206,12,0,19,20
ENSG00000226015,20,21,6,25,16,17,41,11,81,122,8,35
ENSG00000236806,1,0,0,0,1,1,1,0,89,0,0,2
ENSG00000131778,1650,1726,1517,2129,1213,1485,825,863,1557,2054,2427,2970
ENSG00000213226,1,0,0,0,0,0,0,0,79,64,0,0
ENSG00000234610,1,1,0,1,0,0,2,0,0,118,0,0
ENSG00000116128,3359,3215,2959,3729,2841,3341,6719,6430,3095,3771,5682,6683
ENSG00000162836,490,431,355,416,367,393,980,863,397,479,734,196
ENSG00000143140,5,2,1,6,1,5,2,1,0,0,2,2
ENSG00000234190,0,0,0,0,0,0,0,0,92,61,0,0
ENSG00000121634,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188092,14,5,11,12,12,10,28,11,91,0,6,5
ENSG00000273059,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000203836,3,0,0,0,0,3,6,0,88,0,0,2
ENSG00000227700,0,0,0,0,0,0,0,1,127,0,0,0
ENSG00000234283,0,0,3,2,2,0,0,0,145,0,5,1
ENSG00000228626,0,15,14,0,1,0,0,30,0,0,2,0
ENSG00000231196,4,13,9,0,4,1,9,7,0,89,8,3
ENSG00000238107,0,2,2,0,0,1,1,5,44,0,0,2
ENSG00000235988,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224481,2,0,0,1,5,0,4,1,0,12,10,1
ENSG00000252744,0,0,0,0,0,0,0,0,0,86,0,0
ENSG00000202408,2,0,0,0,1,1,1,0,0,148,1,2
ENSG00000272824,1,2,0,0,4,0,0,1,0,0,8,1
ENSG00000215863,0,0,0,0,0,0,0,0,57,0,0,0
ENSG00000231551,2,0,1,0,1,0,4,0,69,111,3,1
ENSG00000255963,0,0,0,0,0,0,0,0,0,140,0,0
ENSG00000212456,0,2,0,0,0,0,0,1,79,0,0,0
ENSG00000223491,1,0,0,0,2,0,0,1,120,85,1,1
ENSG00000122497,221,231,145,19,65,201,111,116,61,0,131,402
ENSG00000223612,3,6,8,5,4,4,2,3,0,59,8,8
ENSG00000207501,4,1,0,5,1,4,8,0,148,0,3,2
ENSG00000236140,1,0,3,1,0,0,1,0,106,0,1,0
ENSG00000203832,65,52,55,42,74,60,130,26,0,81,148,30
ENSG00000234367,1,2,2,0,3,1,2,1,0,134,2,2
ENSG00000243452,102,138,153,193,234,201,205,277,109,325,468,402
ENSG00000227212,0,1,0,0,0,0,0,1,0,106,0,0
ENSG00000237253,0,0,0,0,0,0,0,1,35,35,0,0
ENSG00000226675,0,0,1,1,1,0,0,0,108,0,0,0
ENSG00000207205,0,0,0,0,0,0,0,0,0,46,0,0
ENSG00000203827,0,6,0,0,0,6,0,3,126,26,0,13
ENSG00000235887,0,0,0,0,0,0,1,0,120,6,0,0
ENSG00000223495,0,0,1,2,0,1,0,0,0,109,1,1
ENSG00000231448,3,0,0,0,0,0,7,0,0,0,0,0
ENSG00000175658,2,1,0,0,0,0,1,2,33,0,0,0
ENSG00000232527,23,309,94,9,76,60,12,154,0,0,38,30
ENSG00000203825,0,2,0,0,1,0,0,1,61,0,0,0
ENSG00000179571,7,4,2,1,0,2,4,9,0,0,1,5
ENSG00000206737,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232721,4,0,7,1,0,0,9,1,0,0,1,1
ENSG00000223779,4,0,0,4,4,1,2,0,138,0,8,1
ENSG00000242352,0,0,0,0,0,0,0,1,0,132,0,0
ENSG00000226067,2,7,0,2,11,2,4,15,0,0,6,4
ENSG00000252105,0,0,0,0,1,0,0,0,0,117,2,0
ENSG00000235999,25,51,11,18,98,7,13,103,0,51,49,15
ENSG00000233430,1,0,0,0,0,0,1,0,0,125,0,1
ENSG00000253193,0,0,0,0,0,0,0,1,149,0,0,0
ENSG00000240929,0,0,0,0,0,0,0,0,147,0,1,0
ENSG00000234571,0,0,0,0,0,1,0,0,0,63,0,0
ENSG00000203817,4,0,9,5,0,5,2,0,0,0,1,10
ENSG00000268544,0,0,0,0,0,0,0,0,92,87,0,0
ENSG00000269501,1,1,0,0,2,0,2,3,0,0,4,0
ENSG00000233368,0,0,3,2,2,1,0,1,118,0,4,1
ENSG00000202496,1,3,1,4,0,3,3,2,0,20,0,6
ENSG00000239903,3,2,0,3,2,0,2,5,0,37,5,0
ENSG00000234232,1,0,0,0,0,0,3,0,69,80,0,0
ENSG00000252925,0,0,0,0,0,0,1,0,27,0,0,0
ENSG00000223759,7,6,1,2,16,1,4,3,0,107,8,2
ENSG00000203815,3,5,2,0,13,0,7,2,0,85,6,0
ENSG00000197844,0,0,0,0,0,0,1,0,0,40,0,0
ENSG00000150337,1,0,0,0,1,1,1,1,67,18,1,2
ENSG00000203814,7,1,4,3,4,7,4,1,0,0,2,14
ENSG00000242663,1,0,0,0,0,0,3,0,59,20,0,0
ENSG00000233030,3,5,0,0,6,6,6,2,123,0,3,12
ENSG00000183598,1,0,0,1,0,1,3,0,0,0,1,1
ENSG00000183558,0,0,0,0,0,0,0,0,69,45,0,0
ENSG00000220323,1,3,1,1,4,2,2,6,104,0,8,5
ENSG00000261716,494,299,226,224,1105,315,989,150,195,103,553,630
ENSG00000203819,8,4,4,4,10,8,4,9,0,25,21,4
ENSG00000184678,627,729,118,344,1131,661,314,364,88,467,2263,331
ENSG00000184260,15,6,17,45,2,28,8,12,159,0,1,14
ENSG00000184270,1,1,2,1,1,3,2,0,0,118,2,2
ENSG00000178096,101,76,160,148,108,106,51,38,288,240,54,213
ENSG00000159164,2677,2234,1803,1689,5131,1741,1338,1117,1782,1561,2566,3483
ENSG00000143368,1856,2223,1882,2117,1205,2070,928,4447,1775,2118,602,4141
ENSG00000014914,75,276,276,30,210,95,151,553,223,123,421,191
ENSG00000163113,656,1279,1144,661,663,790,328,2558,1054,710,332,395
ENSG00000223945,5,4,4,2,5,5,2,8,0,0,11,2
ENSG00000136631,1481,1009,1296,1662,1801,1304,2963,504,1199,1653,901,652
ENSG00000023902,2249,2144,1808,2819,2036,2236,1124,4289,1723,2725,1018,4472
ENSG00000143401,6102,2559,7307,10933,2042,6540,3051,1280,7317,10979,1021,3270
ENSG00000222222,1,0,0,0,0,1,3,0,0,0,0,1
ENSG00000271845,2,2,1,1,0,2,1,1,139,0,1,5
ENSG00000118298,376,267,1222,705,340,485,188,134,1129,604,170,243
ENSG00000238526,2,2,2,2,2,1,1,5,0,0,1,0
ENSG00000117362,2598,3299,4011,3701,3204,3166,5197,1650,4045,3805,6409,6332
