label,ENSG00000120370.12,ENSG00000184731.5,ENSG00000237667.5,ENSG00000085982.13,ENSG00000272463.1,ENSG00000272279.1,ENSG00000204632.11,ENSG00000204301.6,ENSG00000241106.6,ENSG00000124743.5,ENSG00000185250.15,ENSG00000186340.14,ENSG00000242611.2,ENSG00000240859.1,ENSG00000172785.18,ENSG00000181404.15,ENSG00000107099.15,ENSG00000106686.16,ENSG00000096968.13,ENSG00000106688.11,ENSG00000107020.9,ENSG00000099219.13,ENSG00000137040.9,ENSG00000137033.11,ENSG00000225706.1,ENSG00000177963.14,ENSG00000185627.17,ENSG00000142082.14,ENSG00000161328.10,ENSG00000177951.17,ENSG00000185187.12,ENSG00000142102.15,ENSG00000177595.17,ENSG00000270972.1,ENSG00000183020.13,ENSG00000117983.17,ENSG00000185201.16,ENSG00000255328.1,ENSG00000177666.16,ENSG00000023191.16,ENSG00000174775.16,ENSG00000069696.6,ENSG00000177042.14,ENSG00000184545.10,ENSG00000177225.16,ENSG00000255284.1,ENSG00000174915.11,ENSG00000130595.17,ENSG00000110074.10,ENSG00000079101.16,ENSG00000101577.9,ENSG00000141934.9,ENSG00000099866.14,ENSG00000064687.12,ENSG00000129946.10,ENSG00000182087.12,ENSG00000160953.15,ENSG00000267666.2,ENSG00000065268.10,ENSG00000099817.11
fast,-0.013788673692400102,-0.004907481926695733,0.13016486993368795,0.0,0.0115941731061285,-0.027794736088915,0.004329612905235367,0.01828521953678273,0.017146933542660066,-0.0117071688674944,-0.0031681277900965665,0.057156360484733736,-0.0365780613425628,-0.0008530569799487658,0.0356440245221056,0.014088672945489801,0.0,0.10158678175017817,0.0193637528251875,0.033060795423410304,-0.035362092527933826,-0.008151838280788533,0.010337976780861,-0.0293442092380897,-0.22158943638741177,-0.10251200361422073,-0.08034130239265606,0.0001948158612253338,0.03102392788207227,-0.026201709452698164,-0.020884551919159434,0.007903872375502366,0.016566355834485735,0.23067662234771316,-0.01564257433201473,0.1014666835878381,0.006063918066749666,0.17086424138034337,-0.010155682935299533,-0.0052201006950701005,-0.05414631735925626,-0.054756422762162436,-0.0216514999696919,-0.007370336550589066,0.0,0.010538919203511334,0.00022078298835673333,0.008751585548387933,0.0337048880183228,-0.050979657105015064,0.034147824021039365,0.017837412513036433,-0.038115473815432135,-0.017919154973629867,-0.0540452060157409,0.006146166174438733,0.03400256818384947,0.07086220161274363,0.0357315510773718,0.0
slow,-0.0114905614103334,-0.0024537409633478666,0.13016486993368795,-6.302554184623334e-05,0.0115941731061285,0.0,0.008659225810470733,0.0365704390735655,0.017146933542660066,-0.0039023896224981334,-0.0038017533481159,0.028578180242366868,0.0014997616140238,0.0324016972577593,0.041822928939690134,0.012451631796823634,-1.6279242280770622e-09,0.03287342438136797,0.014318776713613668,0.0794721696784618,-0.042434511033520604,-0.016303676561577066,0.0023718506388186334,-0.04269012477086483,-0.19135528630939702,-0.0884447876196377,-0.09777704946043346,0.008858749603540368,0.029307074807453735,-0.07408233366493737,-0.0052996313634965,0.005827357071956834,-0.021512933992683402,0.2883264100814022,-0.013966364702453932,0.07155932859855678,0.0228415897657146,0.2829046151952635,-0.015005153482163767,-5.6509412537899977e-05,-0.013536579339814066,-0.013689105690540599,-0.14362055834682513,-0.008942529550853999,-0.011664244429861298,0.007982805891634534,0.00044156597671346666,0.0131273783225819,0.022469925345548532,-0.07236554521262417,0.0160915532469299,-0.029554878559697167,-0.10981832345211813,-0.026480866604467097,-0.0540452060157409,0.007526912973188034,0.059705320557544204,0.03543110080637183,0.0357315510773718,0.0
